group_code,group_label,index,doy_bin_label,doy_bin_center,n_dates,support_pixels_total,env_q_low,env_q_med,env_q_high,curve_min,curve_med,curve_max,median_of_date_q10,median_of_date_q90,min_of_date_min,max_of_date_max
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,271-300,286,10,138247,0.2265019580721855,0.3686882108449936,0.39496360421180726,0.1788424700498581,0.3686882108449936,0.41650694608688354,0.2229163944721222,0.46194005012512207,-0.5602157115936279,0.6243743896484375
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,301-330,316,7,89049,0.2243397504091263,0.28106069564819336,0.34806042313575747,0.21848732233047485,0.28106069564819336,0.39267972111701965,0.06441938877105713,0.42872217297554016,-0.5611375570297241,0.675520658493042
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,331-360,346,2,20558,0.34164697825908663,0.342205747961998,0.34276451766490934,0.34150728583335876,0.342205747961998,0.3429042100906372,0.10770047083497047,0.48926737904548645,-0.46635639667510986,0.6774193644523621
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDMI,361-365,363,2,20168,0.4356574207544327,0.44733698666095734,0.459016552567482,0.4327375292778015,0.44733698666095734,0.46193644404411316,0.2619937136769295,0.5697705447673798,-0.10781517624855042,0.8421876430511475
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,001-030,16,4,34941,0.36319013237953185,0.39252249896526337,0.4968124181032181,0.3510515093803406,0.39252249896526337,0.5410757064819336,0.27307017147541046,0.479274645447731,-0.0267029982060194,0.7583205103874207
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,031-060,46,3,30380,0.23981117606163024,0.37176939845085144,0.5522117555141449,0.20682162046432495,0.37176939845085144,0.5973223447799683,0.1858830600976944,0.49001261591911316,0.002289377385750413,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,061-090,76,2,26741,0.5081374645233154,0.5092496871948242,0.510361909866333,0.5078594088554382,0.5092496871948242,0.5106399655342102,0.3187418133020401,0.6124557852745056,0.03241686895489693,0.6917850971221924
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,091-120,106,2,27470,0.47625515460968015,0.4850221872329712,0.49378921985626223,0.4740633964538574,0.4850221872329712,0.49598097801208496,0.34158654510974884,0.5782681703567505,0.04738950729370117,0.6685128808021545
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,121-150,136,5,67312,0.4511151075363159,0.4539535641670227,0.48725053668022156,0.4492228031158447,0.4539535641670227,0.4916325509548187,0.35484185814857483,0.5457364320755005,0.1754964143037796,0.6669629812240601
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,151-180,166,1,13912,0.6670853495597839,0.6670853495597839,0.6670853495597839,0.6670853495597839,0.6670853495597839,0.6670853495597839,0.6102436184883118,0.7088321447372437,0.35457319021224976,0.748418927192688
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,181-210,196,7,89757,0.6051382899284363,0.6665213704109192,0.6791880249977111,0.5503504872322083,0.6665213704109192,0.692258358001709,0.6162421703338623,0.6994392275810242,-0.04207857325673103,0.7693024277687073
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,211-240,226,9,125208,0.6221896052360535,0.6739820837974548,0.6952111005783081,0.6216668486595154,0.6739820837974548,0.6980475187301636,0.629725456237793,0.7059372067451477,0.32572469115257263,0.7728281021118164
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,241-270,256,2,27824,0.6545776426792145,0.6599731743335724,0.6653687059879303,0.653228759765625,0.6599731743335724,0.6667175889015198,0.6087397336959839,0.6923196017742157,0.35089170932769775,0.7547143697738647
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,271-300,286,10,138247,0.5323026776313782,0.5639883279800415,0.6403094470500946,0.511557936668396,0.5639883279800415,0.658143937587738,0.4567066580057144,0.6551152765750885,0.2583504319190979,0.849532425403595
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,301-330,316,7,89049,0.5426523089408875,0.5587515234947205,0.6040916204452514,0.5335807204246521,0.5587515234947205,0.6216044425964355,0.44877520203590393,0.6563681364059448,0.055870164185762405,0.8796771764755249
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDRE,331-360,346,2,20558,0.5730996489524841,0.5779911875724792,0.5828827261924744,0.5718767642974854,0.5779911875724792,0.5841056108474731,0.454947292804718,0.6564076244831085,0.1023705005645752,1.0
